Attribute,UpdatedID,AttributeID,Value
POS_AMC,1642631203190235992,1348562275,0
POS_AMR,1642631203190235992,1348562290,0
POS_STC,1642631203190235992,1348559717,20
Consistency,1642631203190235992,1346659193,11
Dirtiness,1642631203190235992,1346659444,6
ImportantMatches,1642631203190235992,1346660717,10
InjuryProneness,1642631203190235992,1346660714,12
Versatility,1642631203190235992,1346664052,11
FirstName,1642829145348006731,1348890209,Dastan
LastName,1642829145348006731,1349742177,Satpaev
Crossing,1642829145348006731,1346659186,8
Dribbling,1642829145348006731,1346659442,12
Finishing,1642829145348006731,1346659950,14
FirstTouch,1642829145348006731,1346659956,13
Heading,1642829145348006731,1346660452,10
LongShots,1642829145348006731,1346661491,10
Marking,1642829145348006731,1346661746,4
Passing,1642829145348006731,1346662515,12
Tackling,1642829145348006731,1346663531,5
Technique,1642829145348006731,1346663523,13
Aggression,1642829145348006731,1346658663,7
Anticipation,1642829145348006731,1346658670,12
Bravery,1642829145348006731,1346658930,7
Composure,1642829145348006731,1346659184,14
Concentration,1642829145348006731,1346659171,15
Decisions,1642829145348006731,1346659427,10
Determination,1642829145348006731,1346659429,17
Flair,1642829145348006731,1346659948,13
Influence,1642829145348006731,1346661476,8
OffTheBall,1642829145348006731,1346661750,12
Positioning,1642829145348006731,1346662516,5
Teamwork,1642829145348006731,1346663533,11
Creativity,1642829145348006731,1346664051,13
Workrate,1642829145348006731,1346664306,12
Acceleration,1642829145348006731,1346658659,15
Agility,1642829145348006731,1346658668,13
Balance,1642829145348006731,1346658924,12
JumpingReach,1642829145348006731,1346660973,11
NaturalFitness,1642829145348006731,1346661990,14
Pace,1642829145348006731,1346662499,12
Stamina,1642829145348006731,1346663277,12
Strenfth,1642829145348006731,1346663284,8
Corners,1642829145348006731,1346659187,6
FreeKicks,1642829145348006731,1346659947,11
LongThrows,1642829145348006731,1346661492,2
PenaltyTaking,1642829145348006731,1346662510,15
FullName,1642829145348006731,1348889710,First Second
Height,1642829145348006731,1349018995,176
Weight,1642829145348006731,1350002035,70
Adaptability,1642829145348006731,1348559969,0
Ambition,1642829145348006731,1348562274,0
Controversy,1642829145348006731,1348695673,0
Loyalty,1642829145348006731,1349283705,0
Pressure,1642829145348006731,1349546597,0
Professionalism,1642829145348006731,1349546607,0
Sportsmanship,1642829145348006731,1349742703,0
Temperament,1642829145348006731,1349805421,0
CurrentAbility,1642829145348006731,1346584898,116
PotentialAbility,1642829145348006731,1347436866,-9
LeftFoot,1642829145348006731,1346661478,15
RightFoot,1642829145348006731,1346663017,20
POS_DL,1642829145348006731,1348758643,1
POS_DC,1642829145348006731,1348756325,1
POS_DR,1642829145348006731,1348760179,1
POS_ML,1642829145348006731,1349348467,1
POS_MC,1642829145348006731,1349346149,1
POS_MR,1642829145348006731,1349350003,1
POS_AML,1642829145348006731,1348562284,17
POS_AMC,1642829145348006731,1348562275,1
POS_AMR,1642829145348006731,1348562290,12
POS_STC,1642829145348006731,1348559717,20
Consistency,1642829145348006731,1346659193,0
Dirtiness,1642829145348006731,1346659444,0
ImportantMatches,1642829145348006731,1346660717,0
InjuryProneness,1642829145348006731,1346660714,0
Versatility,1642829145348006731,1346664052,0
FirstName,1679262528286253927,1348890209,Wesley
LastName,1679262528286253927,1349742177,Fofana
Crossing,1679262528286253927,1346659186,6
Dribbling,1679262528286253927,1346659442,12
Finishing,1679262528286253927,1346659950,7
FirstTouch,1679262528286253927,1346659956,12
Heading,1679262528286253927,1346660452,16
LongShots,1679262528286253927,1346661491,5
Marking,1679262528286253927,1346661746,15
Passing,1679262528286253927,1346662515,12
Tackling,1679262528286253927,1346663531,15
Technique,1679262528286253927,1346663523,14
Aggression,1679262528286253927,1346658663,12
Anticipation,1679262528286253927,1346658670,14
Bravery,1679262528286253927,1346658930,13
Composure,1679262528286253927,1346659184,14
Concentration,1679262528286253927,1346659171,13
Decisions,1679262528286253927,1346659427,12
Determination,1679262528286253927,1346659429,16
Flair,1679262528286253927,1346659948,10
Influence,1679262528286253927,1346661476,10
OffTheBall,1679262528286253927,1346661750,12
Positioning,1679262528286253927,1346662516,15
Teamwork,1679262528286253927,1346663533,13
Creativity,1679262528286253927,1346664051,12
Workrate,1679262528286253927,1346664306,13
Acceleration,1679262528286253927,1346658659,15
Agility,1679262528286253927,1346658668,13
Balance,1679262528286253927,1346658924,10
JumpingReach,1679262528286253927,1346660973,16
NaturalFitness,1679262528286253927,1346661990,16
Pace,1679262528286253927,1346662499,16
Stamina,1679262528286253927,1346663277,15
Strenfth,1679262528286253927,1346663284,15
Corners,1679262528286253927,1346659187,0
FreeKicks,1679262528286253927,1346659947,0
LongThrows,1679262528286253927,1346661492,0
PenaltyTaking,1679262528286253927,1346662510,0
FullName,1679262528286253927,1348889710,First Second
Height,1679262528286253927,1349018995,186
Weight,1679262528286253927,1350002035,85
Adaptability,1679262528286253927,1348559969,14
Ambition,1679262528286253927,1348562274,16
Controversy,1679262528286253927,1348695673,13
Loyalty,1679262528286253927,1349283705,8
Pressure,1679262528286253927,1349546597,12
Professionalism,1679262528286253927,1349546607,11
Sportsmanship,1679262528286253927,1349742703,0
Temperament,1679262528286253927,1349805421,12
CurrentAbility,1679262528286253927,1346584898,151
PotentialAbility,1679262528286253927,1347436866,180
LeftFoot,1679262528286253927,1346661478,10
RightFoot,1679262528286253927,1346663017,20
POS_DL,1679262528286253927,1348758643,0
POS_DC,1679262528286253927,1348756325,20
POS_DR,1679262528286253927,1348760179,12
POS_ML,1679262528286253927,1349348467,0
POS_MC,1679262528286253927,1349346149,0
POS_MR,1679262528286253927,1349350003,0
POS_AML,1679262528286253927,1348562284,0
POS_AMC,1679262528286253927,1348562275,0
POS_AMR,1679262528286253927,1348562290,0
POS_STC,1679262528286253927,1348559717,20
Consistency,1679262528286253927,1346659193,15
Dirtiness,1679262528286253927,1346659444,10
ImportantMatches,1679262528286253927,1346660717,15
InjuryProneness,1679262528286253927,1346660714,15
Versatility,1679262528286253927,1346664052,8
FirstName,1694091933667844930,1348890209,Reggie
LastName,1694091933667844930,1349742177,Walsh
Crossing,1694091933667844930,1346659186,0
Dribbling,1694091933667844930,1346659442,0
Finishing,1694091933667844930,1346659950,0
FirstTouch,1694091933667844930,1346659956,0
Heading,1694091933667844930,1346660452,0
LongShots,1694091933667844930,1346661491,0
Marking,1694091933667844930,1346661746,0
Passing,1694091933667844930,1346662515,0
Tackling,1694091933667844930,1346663531,0
Technique,1694091933667844930,1346663523,0
Aggression,1694091933667844930,1346658663,0
Anticipation,1694091933667844930,1346658670,0
Bravery,1694091933667844930,1346658930,0
Composure,1694091933667844930,1346659184,0
Concentration,1694091933667844930,1346659171,0
Decisions,1694091933667844930,1346659427,0
Determination,1694091933667844930,1346659429,0
Flair,1694091933667844930,1346659948,0
Influence,1694091933667844930,1346661476,0
OffTheBall,1694091933667844930,1346661750,0
Positioning,1694091933667844930,1346662516,0
Teamwork,1694091933667844930,1346663533,0
Creativity,1694091933667844930,1346664051,0
Workrate,1694091933667844930,1346664306,0
Acceleration,1694091933667844930,1346658659,0
Agility,1694091933667844930,1346658668,0
Balance,1694091933667844930,1346658924,0
JumpingReach,1694091933667844930,1346660973,0
NaturalFitness,1694091933667844930,1346661990,0
Pace,1694091933667844930,1346662499,0
Stamina,1694091933667844930,1346663277,0
Strenfth,1694091933667844930,1346663284,0
Corners,1694091933667844930,1346659187,0
FreeKicks,1694091933667844930,1346659947,0
LongThrows,1694091933667844930,1346661492,0
PenaltyTaking,1694091933667844930,1346662510,0
FullName,1694091933667844930,1348889710,First Second
Height,1694091933667844930,1349018995,176
Weight,1694091933667844930,1350002035,65
Adaptability,1694091933667844930,1348559969,0
Ambition,1694091933667844930,1348562274,0
Controversy,1694091933667844930,1348695673,0
Loyalty,1694091933667844930,1349283705,0
Pressure,1694091933667844930,1349546597,0
Professionalism,1694091933667844930,1349546607,0
Sportsmanship,1694091933667844930,1349742703,0
Temperament,1694091933667844930,1349805421,0
CurrentAbility,1694091933667844930,1346584898,85
PotentialAbility,1694091933667844930,1347436866,-9
LeftFoot,1694091933667844930,1346661478,6
RightFoot,1694091933667844930,1346663017,20
POS_DL,1694091933667844930,1348758643,1
POS_DC,1694091933667844930,1348756325,1
POS_DR,1694091933667844930,1348760179,1
POS_ML,1694091933667844930,1349348467,1
POS_MC,1694091933667844930,1349346149,20
POS_MR,1694091933667844930,1349350003,1
POS_AML,1694091933667844930,1348562284,1
POS_AMC,1694091933667844930,1348562275,20
POS_AMR,1694091933667844930,1348562290,1
POS_STC,1694091933667844930,1348559717,1
Consistency,1694091933667844930,1346659193,0
Dirtiness,1694091933667844930,1346659444,0
ImportantMatches,1694091933667844930,1346660717,0
InjuryProneness,1694091933667844930,1346660714,0
Versatility,1694091933667844930,1346664052,0
FirstName,2051049341403030349,1348890209,Caleb
LastName,2051049341403030349,1349742177,Wiley
Crossing,2051049341403030349,1346659186,12
Dribbling,2051049341403030349,1346659442,11
Finishing,2051049341403030349,1346659950,7
FirstTouch,2051049341403030349,1346659956,11
Heading,2051049341403030349,1346660452,8
LongShots,2051049341403030349,1346661491,6
Marking,2051049341403030349,1346661746,11
Passing,2051049341403030349,1346662515,11
Tackling,2051049341403030349,1346663531,10
Technique,2051049341403030349,1346663523,11
Aggression,2051049341403030349,1346658663,9
Anticipation,2051049341403030349,1346658670,11
Bravery,2051049341403030349,1346658930,11
Composure,2051049341403030349,1346659184,12
Concentration,2051049341403030349,1346659171,11
Decisions,2051049341403030349,1346659427,9
Determination,2051049341403030349,1346659429,12
Flair,2051049341403030349,1346659948,11
Influence,2051049341403030349,1346661476,0
OffTheBall,2051049341403030349,1346661750,12
Positioning,2051049341403030349,1346662516,10
Teamwork,2051049341403030349,1346663533,11
Creativity,2051049341403030349,1346664051,10
Workrate,2051049341403030349,1346664306,13
Acceleration,2051049341403030349,1346658659,14
Agility,2051049341403030349,1346658668,12
Balance,2051049341403030349,1346658924,11
JumpingReach,2051049341403030349,1346660973,11
NaturalFitness,2051049341403030349,1346661990,0
Pace,2051049341403030349,1346662499,14
Stamina,2051049341403030349,1346663277,12
Strenfth,2051049341403030349,1346663284,9
Corners,2051049341403030349,1346659187,0
FreeKicks,2051049341403030349,1346659947,7
LongThrows,2051049341403030349,1346661492,8
PenaltyTaking,2051049341403030349,1346662510,0
FullName,2051049341403030349,1348889710,Caleb Ryan Wiley
Height,2051049341403030349,1349018995,181
Weight,2051049341403030349,1350002035,74
Adaptability,2051049341403030349,1348559969,0
Ambition,2051049341403030349,1348562274,11
Controversy,2051049341403030349,1348695673,0
Loyalty,2051049341403030349,1349283705,0
Pressure,2051049341403030349,1349546597,0
Professionalism,2051049341403030349,1349546607,12
Sportsmanship,2051049341403030349,1349742703,0
Temperament,2051049341403030349,1349805421,12
CurrentAbility,2051049341403030349,1346584898,108
PotentialAbility,2051049341403030349,1347436866,-75
LeftFoot,2051049341403030349,1346661478,20
RightFoot,2051049341403030349,1346663017,8
POS_DL,2051049341403030349,1348758643,20
POS_DC,2051049341403030349,1348756325,0
POS_DR,2051049341403030349,1348760179,0
POS_ML,2051049341403030349,1349348467,16
POS_MC,2051049341403030349,1349346149,0
POS_MR,2051049341403030349,1349350003,0
POS_AML,2051049341403030349,1348562284,17
POS_AMC,2051049341403030349,1348562275,0
POS_AMR,2051049341403030349,1348562290,0
POS_STC,2051049341403030349,1348559717,0
Consistency,2051049341403030349,1346659193,12
Dirtiness,2051049341403030349,1346659444,3
ImportantMatches,2051049341403030349,1346660717,0
InjuryProneness,2051049341403030349,1346660714,0
Versatility,2051049341403030349,1346664052,0
FirstName,2368789428528243557,1348890209,Trevoh
LastName,2368789428528243557,1349742177,Chalobah
Crossing,2368789428528243557,1346659186,11
Dribbling,2368789428528243557,1346659442,10
Finishing,2368789428528243557,1346659950,8
FirstTouch,2368789428528243557,1346659956,13
Heading,2368789428528243557,1346660452,13
LongShots,2368789428528243557,1346661491,9
Marking,2368789428528243557,1346661746,14
Passing,2368789428528243557,1346662515,12
Tackling,2368789428528243557,1346663531,15
Technique,2368789428528243557,1346663523,13
Aggression,2368789428528243557,1346658663,12
Anticipation,2368789428528243557,1346658670,14
Bravery,2368789428528243557,1346658930,13
Composure,2368789428528243557,1346659184,15
Concentration,2368789428528243557,1346659171,17
Decisions,2368789428528243557,1346659427,15
Determination,2368789428528243557,1346659429,13
Flair,2368789428528243557,1346659948,12
Influence,2368789428528243557,1346661476,8
OffTheBall,2368789428528243557,1346661750,8
Positioning,2368789428528243557,1346662516,14
Teamwork,2368789428528243557,1346663533,15
Creativity,2368789428528243557,1346664051,12
Workrate,2368789428528243557,1346664306,15
Acceleration,2368789428528243557,1346658659,14
Agility,2368789428528243557,1346658668,11
Balance,2368789428528243557,1346658924,14
JumpingReach,2368789428528243557,1346660973,15
NaturalFitness,2368789428528243557,1346661990,15
Pace,2368789428528243557,1346662499,15
Stamina,2368789428528243557,1346663277,14
Strenfth,2368789428528243557,1346663284,14
Corners,2368789428528243557,1346659187,6
FreeKicks,2368789428528243557,1346659947,10
LongThrows,2368789428528243557,1346661492,6
PenaltyTaking,2368789428528243557,1346662510,6
FullName,2368789428528243557,1348889710,Trevoh Thomas Chalobah
Height,2368789428528243557,1349018995,192
Weight,2368789428528243557,1350002035,85
Adaptability,2368789428528243557,1348559969,11
Ambition,2368789428528243557,1348562274,12
Controversy,2368789428528243557,1348695673,7
Loyalty,2368789428528243557,1349283705,12
Pressure,2368789428528243557,1349546597,0
Professionalism,2368789428528243557,1349546607,14
Sportsmanship,2368789428528243557,1349742703,15
Temperament,2368789428528243557,1349805421,0
CurrentAbility,2368789428528243557,1346584898,148
PotentialAbility,2368789428528243557,1347436866,155
LeftFoot,2368789428528243557,1346661478,12
RightFoot,2368789428528243557,1346663017,20
POS_DL,2368789428528243557,1348758643,8
POS_DC,2368789428528243557,1348756325,20
POS_DR,2368789428528243557,1348760179,15
POS_ML,2368789428528243557,1349348467,0
POS_MC,2368789428528243557,1349346149,12
POS_MR,2368789428528243557,1349350003,6
POS_AML,2368789428528243557,1348562284,0
POS_AMC,2368789428528243557,1348562275,0
POS_AMR,2368789428528243557,1348562290,0
POS_STC,2368789428528243557,1348559717,20
Consistency,2368789428528243557,1346659193,15
Dirtiness,2368789428528243557,1346659444,3
ImportantMatches,2368789428528243557,1346660717,15
InjuryProneness,2368789428528243557,1346660714,5
Versatility,2368789428528243557,1346664052,16
FirstName,2416868632469463893,1348890209,Jorrel
LastName,2416868632469463893,1349742177,Hato
Crossing,2416868632469463893,1346659186,0
Dribbling,2416868632469463893,1346659442,10
Finishing,2416868632469463893,1346659950,7
FirstTouch,2416868632469463893,1346659956,12
Heading,2416868632469463893,1346660452,12
LongShots,2416868632469463893,1346661491,0
Marking,2416868632469463893,1346661746,13
Passing,2416868632469463893,1346662515,12
Tackling,2416868632469463893,1346663531,13
Technique,2416868632469463893,1346663523,12
Aggression,2416868632469463893,1346658663,0
Anticipation,2416868632469463893,1346658670,10
Bravery,2416868632469463893,1346658930,14
Composure,2416868632469463893,1346659184,14
Concentration,2416868632469463893,1346659171,12
Decisions,2416868632469463893,1346659427,13
Determination,2416868632469463893,1346659429,14
Flair,2416868632469463893,1346659948,12
Influence,2416868632469463893,1346661476,11
OffTheBall,2416868632469463893,1346661750,11
Positioning,2416868632469463893,1346662516,14
Teamwork,2416868632469463893,1346663533,15
Creativity,2416868632469463893,1346664051,10
Workrate,2416868632469463893,1346664306,12
Acceleration,2416868632469463893,1346658659,12
Agility,2416868632469463893,1346658668,13
Balance,2416868632469463893,1346658924,14
JumpingReach,2416868632469463893,1346660973,14
NaturalFitness,2416868632469463893,1346661990,15
Pace,2416868632469463893,1346662499,13
Stamina,2416868632469463893,1346663277,11
Strenfth,2416868632469463893,1346663284,13
Corners,2416868632469463893,1346659187,0
FreeKicks,2416868632469463893,1346659947,0
LongThrows,2416868632469463893,1346661492,0
PenaltyTaking,2416868632469463893,1346662510,0
FullName,2416868632469463893,1348889710,First Second
Height,2416868632469463893,1349018995,187
Weight,2416868632469463893,1350002035,0
Adaptability,2416868632469463893,1348559969,0
Ambition,2416868632469463893,1348562274,0
Controversy,2416868632469463893,1348695673,0
Loyalty,2416868632469463893,1349283705,0
Pressure,2416868632469463893,1349546597,0
Professionalism,2416868632469463893,1349546607,0
Sportsmanship,2416868632469463893,1349742703,0
Temperament,2416868632469463893,1349805421,0
CurrentAbility,2416868632469463893,1346584898,130
PotentialAbility,2416868632469463893,1347436866,-9
LeftFoot,2416868632469463893,1346661478,20
RightFoot,2416868632469463893,1346663017,8
POS_DL,2416868632469463893,1348758643,19
POS_DC,2416868632469463893,1348756325,20
POS_DR,2416868632469463893,1348760179,0
POS_ML,2416868632469463893,1349348467,12
POS_MC,2416868632469463893,1349346149,10
POS_MR,2416868632469463893,1349350003,0
POS_AML,2416868632469463893,1348562284,0
POS_AMC,2416868632469463893,1348562275,0
POS_AMR,2416868632469463893,1348562290,0
POS_STC,2416868632469463893,1348559717,20
Consistency,2416868632469463893,1346659193,10
Dirtiness,2416868632469463893,1346659444,0
ImportantMatches,2416868632469463893,1346660717,0
InjuryProneness,2416868632469463893,1346660714,5
Versatility,2416868632469463893,1346664052,11
FirstName,2436646570320487274,1348890209,Raheem
LastName,2436646570320487274,1349742177,Sterling
Crossing,2436646570320487274,1346659186,13
Dribbling,2436646570320487274,1346659442,15
Finishing,2436646570320487274,1346659950,13
FirstTouch,2436646570320487274,1346659956,13
Heading,2436646570320487274,1346660452,12
LongShots,2436646570320487274,1346661491,12
Marking,2436646570320487274,1346661746,7
Passing,2436646570320487274,1346662515,13
Tackling,2436646570320487274,1346663531,8
Technique,2436646570320487274,1346663523,13
Aggression,2436646570320487274,1346658663,12
Anticipation,2436646570320487274,1346658670,18
Bravery,2436646570320487274,1346658930,11
Composure,2436646570320487274,1346659184,12
Concentration,2436646570320487274,1346659171,13
Decisions,2436646570320487274,1346659427,13
Determination,2436646570320487274,1346659429,13
Flair,2436646570320487274,1346659948,14
Influence,2436646570320487274,1346661476,12
OffTheBall,2436646570320487274,1346661750,20
Positioning,2436646570320487274,1346662516,9
Teamwork,2436646570320487274,1346663533,14
Creativity,2436646570320487274,1346664051,13
Workrate,2436646570320487274,1346664306,15
Acceleration,2436646570320487274,1346658659,17
Agility,2436646570320487274,1346658668,18
Balance,2436646570320487274,1346658924,14
JumpingReach,2436646570320487274,1346660973,8
NaturalFitness,2436646570320487274,1346661990,20
Pace,2436646570320487274,1346662499,15
Stamina,2436646570320487274,1346663277,18
Strenfth,2436646570320487274,1346663284,12
Corners,2436646570320487274,1346659187,8
FreeKicks,2436646570320487274,1346659947,10
LongThrows,2436646570320487274,1346661492,5
PenaltyTaking,2436646570320487274,1346662510,12
FullName,2436646570320487274,1348889710,Raheem Shaquille Sterling
Height,2436646570320487274,1349018995,172
Weight,2436646570320487274,1350002035,70
Adaptability,2436646570320487274,1348559969,18
Ambition,2436646570320487274,1348562274,16
Controversy,2436646570320487274,1348695673,12
Loyalty,2436646570320487274,1349283705,8
Pressure,2436646570320487274,1349546597,11
Professionalism,2436646570320487274,1349546607,17
Sportsmanship,2436646570320487274,1349742703,10
Temperament,2436646570320487274,1349805421,14
CurrentAbility,2436646570320487274,1346584898,161
PotentialAbility,2436646570320487274,1347436866,180
LeftFoot,2436646570320487274,1346661478,8
RightFoot,2436646570320487274,1346663017,20
POS_DL,2436646570320487274,1348758643,0
POS_DC,2436646570320487274,1348756325,0
POS_DR,2436646570320487274,1348760179,0
POS_ML,2436646570320487274,1349348467,16
POS_MC,2436646570320487274,1349346149,0
POS_MR,2436646570320487274,1349350003,17
POS_AML,2436646570320487274,1348562284,20
POS_AMC,2436646570320487274,1348562275,12
POS_AMR,2436646570320487274,1348562290,20
POS_STC,2436646570320487274,1348559717,12
Consistency,2436646570320487274,1346659193,14
Dirtiness,2436646570320487274,1346659444,4
ImportantMatches,2436646570320487274,1346660717,13
InjuryProneness,2436646570320487274,1346660714,2
Versatility,2436646570320487274,1346664052,14
FirstName,2583649836140094281,1348890209,Omari
LastName,2583649836140094281,1349742177,Kellyman
Crossing,2583649836140094281,1346659186,8
Dribbling,2583649836140094281,1346659442,11
Finishing,2583649836140094281,1346659950,12
FirstTouch,2583649836140094281,1346659956,13
Heading,2583649836140094281,1346660452,9
LongShots,2583649836140094281,1346661491,11
Marking,2583649836140094281,1346661746,6
Passing,2583649836140094281,1346662515,12
Tackling,2583649836140094281,1346663531,8
Technique,2583649836140094281,1346663523,13
Aggression,2583649836140094281,1346658663,0
Anticipation,2583649836140094281,1346658670,11
Bravery,2583649836140094281,1346658930,0
Composure,2583649836140094281,1346659184,14
Concentration,2583649836140094281,1346659171,0
Decisions,2583649836140094281,1346659427,8
Determination,2583649836140094281,1346659429,0
Flair,2583649836140094281,1346659948,13
Influence,2583649836140094281,1346661476,0
OffTheBall,2583649836140094281,1346661750,11
Positioning,2583649836140094281,1346662516,7
Teamwork,2583649836140094281,1346663533,0
Creativity,2583649836140094281,1346664051,11
Workrate,2583649836140094281,1346664306,10
Acceleration,2583649836140094281,1346658659,14
Agility,2583649836140094281,1346658668,13
Balance,2583649836140094281,1346658924,13
JumpingReach,2583649836140094281,1346660973,9
NaturalFitness,2583649836140094281,1346661990,0
Pace,2583649836140094281,1346662499,14
Stamina,2583649836140094281,1346663277,10
Strenfth,2583649836140094281,1346663284,8
Corners,2583649836140094281,1346659187,6
FreeKicks,2583649836140094281,1346659947,0
LongThrows,2583649836140094281,1346661492,4
PenaltyTaking,2583649836140094281,1346662510,0
FullName,2583649836140094281,1348889710,Omari Jamian Kellyman
Height,2583649836140094281,1349018995,188
Weight,2583649836140094281,1350002035,71
Adaptability,2583649836140094281,1348559969,0
Ambition,2583649836140094281,1348562274,0
Controversy,2583649836140094281,1348695673,0
Loyalty,2583649836140094281,1349283705,0
Pressure,2583649836140094281,1349546597,0
Professionalism,2583649836140094281,1349546607,0
Sportsmanship,2583649836140094281,1349742703,0
Temperament,2583649836140094281,1349805421,0
CurrentAbility,2583649836140094281,1346584898,99
PotentialAbility,2583649836140094281,1347436866,-85
LeftFoot,2583649836140094281,1346661478,20
RightFoot,2583649836140094281,1346663017,5
POS_DL,2583649836140094281,1348758643,0
POS_DC,2583649836140094281,1348756325,0
POS_DR,2583649836140094281,1348760179,0
POS_ML,2583649836140094281,1349348467,0
POS_MC,2583649836140094281,1349346149,0
POS_MR,2583649836140094281,1349350003,0
POS_AML,2583649836140094281,1348562284,15
POS_AMC,2583649836140094281,1348562275,20
POS_AMR,2583649836140094281,1348562290,15
POS_STC,2583649836140094281,1348559717,18
Consistency,2583649836140094281,1346659193,8
Dirtiness,2583649836140094281,1346659444,0
ImportantMatches,2583649836140094281,1346660717,0
InjuryProneness,2583649836140094281,1346660714,0
Versatility,2583649836140094281,1346664052,0
FirstName,26242079774499651,1348890209,Shumaira
LastName,26242079774499651,1349742177,Mheuka
Crossing,26242079774499651,1346659186,0
Dribbling,26242079774499651,1346659442,0
Finishing,26242079774499651,1346659950,0
FirstTouch,26242079774499651,1346659956,0
Heading,26242079774499651,1346660452,0
LongShots,26242079774499651,1346661491,0
Marking,26242079774499651,1346661746,0
Passing,26242079774499651,1346662515,0
Tackling,26242079774499651,1346663531,0
Technique,26242079774499651,1346663523,0
Aggression,26242079774499651,1346658663,0
Anticipation,26242079774499651,1346658670,0
Bravery,26242079774499651,1346658930,0
Composure,26242079774499651,1346659184,0
Concentration,26242079774499651,1346659171,0
Decisions,26242079774499651,1346659427,0
Determination,26242079774499651,1346659429,0
Flair,26242079774499651,1346659948,0
Influence,26242079774499651,1346661476,0
OffTheBall,26242079774499651,1346661750,0
Positioning,26242079774499651,1346662516,0
Teamwork,26242079774499651,1346663533,0
Creativity,26242079774499651,1346664051,0
Workrate,26242079774499651,1346664306,0
Acceleration,26242079774499651,1346658659,0
Agility,26242079774499651,1346658668,0
Balance,26242079774499651,1346658924,0
JumpingReach,26242079774499651,1346660973,0
NaturalFitness,26242079774499651,1346661990,0
Pace,26242079774499651,1346662499,0
Stamina,26242079774499651,1346663277,0
Strenfth,26242079774499651,1346663284,0
Corners,26242079774499651,1346659187,0
FreeKicks,26242079774499651,1346659947,0
LongThrows,26242079774499651,1346661492,0
PenaltyTaking,26242079774499651,1346662510,0
FullName,26242079774499651,1348889710,First Second
Height,26242079774499651,1349018995,0
Weight,26242079774499651,1350002035,0
Adaptability,26242079774499651,1348559969,0
Ambition,26242079774499651,1348562274,0
Controversy,26242079774499651,1348695673,0
Loyalty,26242079774499651,1349283705,0
Pressure,26242079774499651,1349546597,0
Professionalism,26242079774499651,1349546607,0
Sportsmanship,26242079774499651,1349742703,0
Temperament,26242079774499651,1349805421,0
CurrentAbility,26242079774499651,1346584898,87
PotentialAbility,26242079774499651,1347436866,-85
LeftFoot,26242079774499651,1346661478,13
RightFoot,26242079774499651,1346663017,20
POS_DL,26242079774499651,1348758643,1
POS_DC,26242079774499651,1348756325,1
POS_DR,26242079774499651,1348760179,1
POS_ML,26242079774499651,1349348467,1
POS_MC,26242079774499651,1349346149,1
POS_MR,26242079774499651,1349350003,1
POS_AML,26242079774499651,1348562284,1
POS_AMC,26242079774499651,1348562275,14
POS_AMR,26242079774499651,1348562290,1
POS_STC,26242079774499651,1348559717,20
Consistency,26242079774499651,1346659193,0
Dirtiness,26242079774499651,1346659444,0
ImportantMatches,26242079774499651,1346660717,0
InjuryProneness,26242079774499651,1346660714,0
Versatility,26242079774499651,1346664052,0
FirstName,2763780871908516686,1348890209,Deivid Washington
LastName,2763780871908516686,1349742177,de Souza Eugenio
Crossing,2763780871908516686,1346659186,9
Dribbling,2763780871908516686,1346659442,11
Finishing,2763780871908516686,1346659950,14
FirstTouch,2763780871908516686,1346659956,11
Heading,2763780871908516686,1346660452,14
LongShots,2763780871908516686,1346661491,10
Marking,2763780871908516686,1346661746,7
Passing,2763780871908516686,1346662515,12
Tackling,2763780871908516686,1346663531,5
Technique,2763780871908516686,1346663523,14
Aggression,2763780871908516686,1346658663,7
Anticipation,2763780871908516686,1346658670,10
Bravery,2763780871908516686,1346658930,7
Composure,2763780871908516686,1346659184,14
Concentration,2763780871908516686,1346659171,12
Decisions,2763780871908516686,1346659427,11
Determination,2763780871908516686,1346659429,13
Flair,2763780871908516686,1346659948,11
Influence,2763780871908516686,1346661476,0
OffTheBall,2763780871908516686,1346661750,13
Positioning,2763780871908516686,1346662516,10
Teamwork,2763780871908516686,1346663533,12
Creativity,2763780871908516686,1346664051,12
Workrate,2763780871908516686,1346664306,10
Acceleration,2763780871908516686,1346658659,13
Agility,2763780871908516686,1346658668,12
Balance,2763780871908516686,1346658924,10
JumpingReach,2763780871908516686,1346660973,13
NaturalFitness,2763780871908516686,1346661990,12
Pace,2763780871908516686,1346662499,13
Stamina,2763780871908516686,1346663277,10
Strenfth,2763780871908516686,1346663284,9
Corners,2763780871908516686,1346659187,5
FreeKicks,2763780871908516686,1346659947,7
LongThrows,2763780871908516686,1346661492,6
PenaltyTaking,2763780871908516686,1346662510,12
FullName,2763780871908516686,1348889710,First Second
Height,2763780871908516686,1349018995,184
Weight,2763780871908516686,1350002035,75
Adaptability,2763780871908516686,1348559969,0
Ambition,2763780871908516686,1348562274,0
Controversy,2763780871908516686,1348695673,0
Loyalty,2763780871908516686,1349283705,0
Pressure,2763780871908516686,1349546597,0
Professionalism,2763780871908516686,1349546607,0
Sportsmanship,2763780871908516686,1349742703,0
Temperament,2763780871908516686,1349805421,0
CurrentAbility,2763780871908516686,1346584898,113
PotentialAbility,2763780871908516686,1347436866,-85
LeftFoot,2763780871908516686,1346661478,12
RightFoot,2763780871908516686,1346663017,20
POS_DL,2763780871908516686,1348758643,0
POS_DC,2763780871908516686,1348756325,0
POS_DR,2763780871908516686,1348760179,0
